eu_rank,company, country,industrial_sector,rnd_eur_million, rnd_1_year_growth_%,sales_eur_million,sales_1_year_growth_%,rnd_intensity_%,capex_eur_million,capex_1_year_growth_%,capex_int_%,profits_losses_eur_million,profits_1_year_growth_%,profitability_%,employees,employees_1_year_growth_%
36,DELPHI,UK,Automobiles & Parts,942.643777,8.333333362,7.896495171,11937.49577,6.082866162,494.525428,-3.262411204,4.142622854,1226.162021,14.41136678,10.27151795,0,  
37,CNH INDUSTRIAL,The Netherlands,Industrial Engineering,934,4.357541899,3.623244627,25778,-0.027147566,1495,10.82283173,5.79951897,1868,1.19176598,7.246489254,71.192,4.299925282
38,SERVIER,France,Pharmaceuticals & Biotechnology,895,3.828306265,21.36541982,4189.012,6.712962314,,  ,0,353.079,23.63792349,8.428693926,0,  
39,SEAGATE TECHNOLOGY,Ireland,Technology Hardware & Equipment,888.985593,8.20829661,8.41683008,10562,-3.938153706,,  ,0,1539,-32.70660254,14.57110396,55,0
40,L'OREAL,France,Personal Goods,857,8.412397217,3.729881706,22976.6,2.287792652,1060.5,11.04712042,4.615565401,3706.9,-0.056619035,16.13337047,77.452,6.628853064
41,ASML HOLDING,The Netherlands,Technology Hardware & Equipment,839.729,46.47747531,16.00909076,5245.326,10.85839645,210.804,22.64745924,4.018892248,1275.136,-4.935094369,24.30994756,10.36,21.92538543
42,BT,UK,Fixed Line Telecommunications,823.937392,1.769911511,3.773172199,21836.72911,1.016406121,2813.328254,-5.038291003,12.88346913,3749.512189,6.368563671,17.17066769,87.8,-0.113765643
43,SCHNEIDER,France,Electronic & Electrical Equipment,817,8.933333333,3.469067131,23551,-1.649544809,473,0.211864407,2.008407286,3093,7.845188285,13.13320029,163.033,6.988266485
44,ZF,Germany,Automobiles & Parts,816,-0.970873786,4.846469086,16837,8.443900554,,  ,0,756,26.63316583,4.490111065,71.091,5.224907861
45,ROLLS-ROYCE,UK,Aerospace & Defence,791.696364,15.90909094,4.273834851,18524.26197,27.56352274,798.861037,53.79310341,4.312512089,1832.962169,11.79898032,9.894926836,55.2,28.97196262
46,UCB,Belgium,Pharmaceuticals & Biotechnology,781,3.718459495,25.61495572,3049,-0.684039088,238,48.75,7.80583798,403,-3.588516746,13.21744834,8.732,-3.492484527
47,ORANGE,France,Fixed Line Telecommunications,780,-3.9408867,1.903321051,40981,-5.823279329,6117,-9.551973976,14.92642932,5326,29.87076323,12.99626656,165.488,-2.994208539
48,VALEO,France,Automobiles & Parts,778,10.35460993,6.424442609,12110,2.9849477,598,-0.829187396,4.938067713,728,8.333333333,6.011560694,74.8,3.03030303
49,BARCLAYS,UK,Banks,736.767204,38.34080725,2.19580768,33553.35765,-5.384200958,,  ,0,3424.713681,259.8494355,10.20676892,139.6,0.287356322
50,ELECTRICITE DE FRANCE,France,Electricity,718,-18.77828054,0.949810832,75594,4.732744049,13327,-0.440759002,17.62970606,9294,8.829039813,12.29462656,154.941,0.136366574
51,DEUTSCHE BANK,Germany,Banks,663,-5.957446809,2.10804108,31451,-5.498632854,,  ,0,1456,78.86977887,4.629423548,98.254,0.035634653
52,SHIRE,UK,Pharmaceuticals & Biotechnology,645.493454,2.110575821,18.04105952,3577.913222,5.406733308,113.842364,4.946524615,3.181808975,1148.212631,70.06766172,32.09168473,5,-5.660377358
53,MICHELIN,France,Automobiles & Parts,643,3.376205788,3.175779128,20247,-5.71388656,1842,-2.745512144,9.097644095,1974,-21.79080824,9.749592532,111.19,-1.986019411
54,INFINEON TECHNOLOGIES,Germany,Technology Hardware & Equipment,576,12.5,14.9882904,3843,-1.5625,315,-62.13942308,8.196721311,324,-28.94736842,8.430913349,26.725,0.251331683
55,THALES,France,Aerospace & Defence,564.5,-3.339041096,3.97700453,14194.1,0.254271406,453.7,3.750285845,3.196398504,896.7,13.37716525,6.317413573,66.447,0.689477512
56,UBISOFT ENTERTAINMENT,France,Software & Computer Services,539.299,19.65383967,53.55161142,1007.064,-19.83021325,,  ,0,-75.313,-181.6870397,-7.478472073,0,  
57,DSM,The Netherlands,Chemicals,531,38.64229765,5.520898316,9618,5.333479356,650,7.61589404,6.75816178,491,10.83521445,5.105011437,24.349,3.621584816
58,HSBC,UK,Banks,530.055847,-4.444444388,1.1095932,47770.28618,-7.226947557,,  ,0,16362.12064,9.278899703,34.2516697,263,-2.592592593
59,ACCENTURE,Ireland,Support Services,518.522238,27.78412143,2.352725193,22039.21816,2.069649775,267.995801,-0.640098379,1.215995046,3146.022848,11.89250514,14.27465723,275,7.003891051
60,BP,UK,Oil & Gas Producers,512.653193,4.896142488,0.186476621,274915.5316,0.897103243,17779.71186,5.589527174,6.467336259,14541.36793,6.744025129,5.289394835,83.9,-2.893518519
61,HELLA,Germany,Automobiles & Parts,507.598,21.08297652,10.15383237,4999.078,3.926333408,,  ,0,275.968,-17.15981305,5.520377958,28.527,7.349288779
62,AMADEUS,Spain,Software & Computer Services,505.437,17.13433541,16.2849667,3103.703,6.644513364,411.18,637.0930733,13.24804596,887.615,6.790387103,28.59858047,10.502,14.61311797
63,DASSAULT AVIATION,France,Aerospace & Defence,470.307,22.07617253,10.23972309,4592.966,16.5362422,63.507,5.036221098,1.382701287,1693.884,15.99005731,36.87995949,11.59,0.328947368
64,EATON CORPORATION,Ireland,Electronic & Electrical Equipment,466.971225,46.69703893,2.921164838,15985.78824,35.16032126,445.217907,3.541315454,2.78508573,1562.613338,40.84967313,9.775015876,102,-0.970873786
65,NXP SEMICONDUCTORS,The Netherlands,Technology Hardware & Equipment,463.345672,5.44554462,13.27102804,3491.407528,10.48646167,155.898779,-14.3426292,4.46521289,351.67864,11.49425291,10.07268952,25.691,1.313195047
66,ACTAVIS,Ireland,Pharmaceuticals & Biotechnology,447.320728,53.26708062,7.109108513,6292.219723,46.7074676,128.997175,29.38181809,2.050106015,-121.81858,-152.4180964,-1.936019169,19.2,8.474576271
67,SAINT-GOBAIN,France,Construction & Materials,440,-9.650924025,1.046995836,42025,-2.715403491,1456,-22.67657993,3.464604402,1925,-5.86797066,4.580606782,187.726,-3.456468858
68,HENKEL,Germany,Household Goods & Home Construction,437,1.627906977,2.67196576,16355,-0.938824955,436,3.317535545,2.665851422,2237,3.612783696,13.67777438,46.85,0.514910963
69,CARL ZEISS,Germany,Health Care Equipment & Services,420.12,5.016085369,10.02688107,4189.937,0.647371707,,  ,0,334.945,-20.17916167,7.994034278,24.264,2.224469161
70,UNICREDIT,Italy,Banks,407.854,24.7294268,1.712060917,23822.4,-1.955748716,,  ,0,-15200.2,4546.958117,-63.80633353,147.864,-5.429985801
71,EVONIK INDUSTRIES,Germany,Chemicals,387,0.78125,3.006058723,12874,-3.673774785,1078,19.1160221,8.3734659,1059,-42.78768233,8.225881622,33.65,1.057120548
72,DASSAULT SYSTEMES,France,Software & Computer Services,375.527,2.007127762,18.1754426,2066.123,1.862654326,42.39,4.342046965,2.051668754,503.043,0.415601214,24.34719521,10.654,5.255878285
73,SANDVIK,Sweden,Industrial Engineering,373.515843,7.996083508,3.789162699,9857.477038,-11.36822662,472.397643,-13.17427394,4.792277387,975.046797,-38.25589704,9.891443756,48.04,-2.723499038
74,COVIDIEN,Ireland,Health Care Equipment & Services,368.356184,-18.45906887,4.963361021,7421.506968,-13.64326695,349.503308,-8.365018942,4.709330726,1545.935794,-12.5871259,20.83048363,38.5,-11.29032258
75,BAT,UK,Tobacco,367.786546,6.944444368,2.018348624,18222.1516,0.460829491,685.420381,-13.55421691,3.761467889,6611.799042,2.120988571,36.28440367,89.82,2.669028976
76,AREVA,France,Electricity,354,-11.72069825,3.831168831,9240,3.983794733,1422,-29.63879268,15.38961039,12,-96.09120521,0.12987013,45.34,-0.443546616
77,FRESENIUS,Germany,Health Care Equipment & Services,348,14.09836066,1.711671831,20331,5.396578538,1071,10.41237113,5.267817618,2991,0.26818639,14.71152427,178.337,5.322931185
78,MAHLE,Germany,Automobiles & Parts,336.229,16.17057151,4.843895101,6941.294,12.69314992,,  ,0,422.784,4.656758389,6.090852801,50.496,7.089686764
79,SOCIETE GENERALE,France,Banks,334,-11.17021277,1.367451382,24425,0.246254874,,  ,0,3058,95.39936102,12.51995906,148.324,-3.691342714
80,BSH BOSCH UND SIEMENS HAUSGERATE,Germany,Household Goods & Home Construction,332,3.426791277,3.159497526,10508,7.224489796,,  ,0,512,-27.06552707,4.872478112,48.169,3.917761526
81,LLOYDS BANKING,UK,Banks,327.186732,16.10169487,1.482844462,22064.80453,-9.938100113,,  ,0,495.556547,-168.4818482,2.245914059,97.869,-13.86060185
82,AKZO NOBEL,The Netherlands,Chemicals,323,-14.77572559,2.172012642,14871,-10.30759952,666,-19.37046005,4.478515231,945,-157.7981651,6.35464999,49.56,-2.074688797
83,DIEHL,Germany,General Industrials,307.9,4.125803179,10.88036231,2829.869,-3.394030635,,  ,0,117.09,-32.54212876,4.137647361,13.826,2.757339279
84,REED ELSEVIER,UK,Media,299.722153,-3.831417429,  ,,  ,,  ,  ,675.867484,3.853211103,  ,0,  
85,TESCO,UK,General Retailers,292.55748,52.17391327,0.373806109,78264.49933,1.10449511,2972.145172,-4.96372661,3.797564921,1854.456188,-38.54372774,2.36947301,510.444,-5.083825476
86,VILMORIN,France,Food Producers,289.1,13.41702628,19.63994565,1472,10.01494768,58.1,27.13347921,3.94701087,156.4,13.41551849,10.625,6.079,7.783687943
87,ELECTROLUX,Sweden,Household Goods & Home Construction,288.631009,-2.180566262,2.342626267,12320.83039,-0.766405438,457.046131,-1.002444885,3.709539995,177.896938,-61.52343752,1.443871333,60.754,2.145331047
88,THYSSENKRUPP,Germany,Industrial Metals & Mining,288,19.00826446,0.723127527,39827,-4.114503082,1120,-28.15907633,2.812162603,-540,-85.55377207,-1.355864112,156.856,-6.611653896
89,DANSKE BANK,Denmark,Banks,281.057884,-11.28964068,4.963213544,5662.820701,-14.27151782,,  ,0,1347.550648,17.8006792,23.7964562,19.122,-5.840063029
90,SOLVAY,Belgium,Chemicals,279,-2.105263158,2.166653724,12877,-3.701764882,810,3.184713376,6.290285004,3328,-12.42105263,25.84452901,29.4,1.030927835
91,INTESA SANPAOLO,Italy,Banks,276,-3.832752613,1.712902625,16113,-9.827074822,,  ,0,-4816,-262.3188406,-29.88890958,93.845,-2.417593844
92,DANONE,France,Food Producers,275,7.003891051,1.291201052,21298,2.055680675,1039,6.454918033,4.878392337,2196,-19.58989381,10.31082731,104.642,2.188455191
93,HEXAGON,Sweden,Industrial Engineering,273.6,7.4204947,11.26064946,2429.7,2.088235294,62.5,33.54700855,2.572334033,501.1,2.369765066,20.62394534,13.931,5.513898356
94,ATLAS COPCO,Sweden,Industrial Engineering,271.812073,5.892700132,2.870493992,9469.174077,-7.339865019,141.662854,-24.94019126,1.496042346,1951.786775,-10.28847149,20.61200649,40.159,2.674302662
95,IPSEN,France,Pharmaceuticals & Biotechnology,267.646,-2.792598108,21.68990069,1233.966,-1.100428309,42.033,-14.18684415,3.406333724,192.884,-738.6253021,15.63122485,4.602,-4.819027921
96,VIVENDI,France,Media,264,-73.91304348,1.192681274,22135,-1.957744607,2674,-33.13328332,12.08041563,-435,-124.8571429,-1.965213463,46.1,-20.58570198
97,RWE,Germany,"Gas, Water & Multi-utilities",263,6.910569106,0.511742844,51393,1.225108822,4488,-11.67093092,8.732706789,5,-99.87267634,0.009728951,66.341,-5.507919325
98,ZODIAC AEROSPACE,France,Aerospace & Defence,261.096,17.26588009,6.709204342,3891.609,13.10722404,95.218,15.20629159,2.446751459,568.475,14.02910528,14.6077111,25.208,9.220103986
99,VODAFONE,UK,Mobile Telecommunications,255.540003,-30.29315957,0.558076462,45789.42497,0.801766514,5249.317065,11.06619505,11.46403797,-3695.777142,47.10076047,-8.071246023,0,-100
100,KNORR-BREMSE,Germany,Industrial Engineering,252.549,1.129224079,5.869571583,4302.682,0.059858962,,  ,0,552.414,18.10304465,12.83882936,17.835,0.80257729
101,GRUNENTHAL,Germany,Pharmaceuticals & Biotechnology,250.876164,7.566384391,25.78624282,972.90701,2.781908322,,  ,0,228.548994,85.24541158,23.49135032,4.394,-6.86731666
102,VESTAS WIND SYSTEMS,Denmark,Alternative Energy,241,9.049773756,3.96120973,6084,-15.68736142,73,-56.28742515,1.199868508,207,-139.5793499,3.402366864,15.497,-12.83046462
103,RECKITT BENCKISER,UK,Household Goods & Home Construction,237.62832,16.37426872,1.981479635,11992.46845,4.975436394,238.822432,20.48192744,1.991436818,2800.19302,-2.169378409,23.34959673,37.1,3.342618384
104,BIOMERIEUX,France,Pharmaceuticals & Biotechnology,235.7,7.822506862,12.14948454,1940,2.863202545,,  ,0,244,4.273504274,12.57731959,0,  
105,GKN,UK,Automobiles & Parts,234.045984,8.888889085,2.746636774,8521.184389,9.615975415,327.186732,-1.438849027,3.839686094,636.461782,8.33333322,7.469170399,42.998,6.60220652
106,ARM HOLDINGS,UK,Electronic & Electrical Equipment,230.941292,21.02628246,27.06409178,853.312551,23.86895481,16.120514,-33.16831851,1.889168744,296.378639,20.83739065,34.73271765,2.598,14.90490933
107,B BRAUN MELSUNGEN,Germany,Health Care Equipment & Services,228.586,12.86692639,4.421781801,5169.545,2.410909525,,  ,0,497.238,-2.510954916,9.618602798,49.889,7.152215469
108,RHEINMETALL,Germany,Automobiles & Parts,226,-1.310043668,4.899197919,4613,-1.93452381,191,-18.37606838,4.140472577,122,-55.14705882,2.644699762,21.081,-3.1515597
109,BAE SYSTEMS,UK,Aerospace & Defence,218.522526,15.82278475,1.085151804,20137.5075,1.036486729,281.81047,-34.26183847,1.399430739,977.977861,-49.13043477,4.856499052,78,-3.703703704
110,WARTSILA,Finland,Industrial Engineering,218,2.830188679,4.684142673,4654,-1.502645503,129,15.17857143,2.771809196,497,5.744680851,10.67898582,18.663,-1.186000953
111,ROLLS-ROYCE POWER SYSTEMS,Germany,Industrial Engineering,212.4,5.77689243,281.8882799,75.349,-25.63338301,,  ,0,-48.738,-3.305293231,-64.6830084,0.71,2.749638205
112,TRUMPF,Germany,General Industrials,211,9.100310238,9.062743657,2328.213265,15.04096948,,  ,0,233.166786,14.95691418,10.01483797,8.901,13.2154668
113,H LUNDBECK,Denmark,Pharmaceuticals & Biotechnology,210.056608,-37.95013835,10.27657624,2044.032984,3.080664776,41.663013,3.322257291,2.038274985,214.209512,5.128204877,10.47974831,5.518,-0.415087529
114,SKF,Sweden,Industrial Engineering,209.728751,15.54726368,2.92152146,7178.750998,-1.514518003,197.086329,-11.2804876,2.745412524,410.652957,-50.48992928,5.720395611,48.401,3.476215927
115,COMMERZBANK,Germany,Banks,209,37.5,2.257994814,9256,-9.237105315,,  ,0,232,-72.99185099,2.506482282,51.399,-4.459273579
116,DEUTSCHE TELEKOM,Germany,Fixed Line Telecommunications,209,45.23974983,0.347568682,60132,3.374649728,6570,4.087452471,10.92596288,5068,-194.995314,8.428124792,228.596,-0.474560922
117,DEUTSCHE BORSE,Germany,Financial Services,203.7,20.81850534,9.429245938,2160.3,0.699202909,28.6,-35.73033708,1.3238902,690.6,-25.16254876,31.96778225,3.811,2.888768898
118,LEGRAND,France,Electronic & Electrical Equipment,202.8,0.197628458,4.546677428,4460.4,-0.141043724,103.9,12.32432432,2.329387499,849.4,0.16509434,19.04313514,33.272,0.583451737
119,PIRELLI,Italy,Automobiles & Parts,199.2,11.3471213,3.241048069,6146.16,1.229096102,402.281,-11.69295003,6.545241256,785.694,-2.066381477,12.78349408,37.979,1.716749692
120,CHIESI FARMACEUTICI,Italy,Pharmaceuticals & Biotechnology,197.981,16.88777107,17.88756496,1106.808,4.718941237,,  ,0,182.355,1.445848817,16.47575731,3.822,1.218220339
121,CLAAS,Germany,Industrial Engineering,197.97,9.245923351,5.176165324,3824.646,11.32324802,,  ,0,326.352,3.064276218,8.53286814,9.697,6.830450589
122,ENI,Italy,Oil & Gas Producers,197,-6.63507109,0.171719461,114722,-9.823927055,10864,  ,9.469848852,9784,-39.22981366,8.52844267,82.289,9.418131532
123,CSR UK,UK,Technology Hardware & Equipment,196.645643,-5.580352646,28.22849762,696.621002,-6.304737127,16.511493,89.45835873,2.370226128,-34.771228,-143.4093436,-4.991412533,2.117,-14.43007276
124,WM MORRISON SUPERMARKETS,UK,Food & Drug Retailers,195.834395,26.15384648,0.927601812,21111.90303,-2.406712295,997.083655,-1.300236428,4.722850677,-124.187665,-110.9473684,-0.588235295,127.403,-1.01161571
125,ARCELORMITTAL,Luxembourg,Industrial Metals & Mining,195.779861,-5.26315792,0.339879153,57602.78588,-5.667771008,2503.081783,-26.81789273,4.345417925,547.458501,-130.6910569,0.950402819,232,0
126,INDRA SISTEMAS,Spain,Software & Computer Services,195.334,1.188354745,6.703126517,2914.073,-0.914899115,17.922,-25.71807519,0.615015478,215.178,-3.040653191,7.38409779,38.629,4.58643563
127,L'AIR LIQUIDE,France,Chemicals,195,-4.364884747,1.280771353,15225.2,-0.659650405,2156.1,7.38084566,14.16139033,2456.8,-2.650869755,16.13640543,50.25,1.515151515
128,BURELLE,France,General Industrials,187.914,-2.366107613,3.665413094,5126.68,6.623994995,259.823,20.74513321,5.06805574,338.189,12.96614246,6.596647343,22.076,4.908995866
129,KERRY,Ireland,Food Producers,186.4,0.268961807,3.193585416,5836.7,-0.198348238,162.4,15.25904897,2.782394161,466.1,-14.19366716,7.985676838,24.492,1.281945249
130,SQUARE ENIX,UK,Software & Computer Services,186.367473,47.31417218,90.87531937,205.080405,148.654244,,  ,0,2.473006,-109.7670241,1.205871424,0.207,9.523809524
131,LANXESS,Germany,Chemicals,186,-3.125,2.240963855,8300,-8.731031449,624,-10.34482759,7.518072289,-100,-113.0039012,-1.204819277,17.343,0.96640857
132,DANFOSS,Denmark,Industrial Engineering,185.273143,4.45619352,4.112644224,4504.964031,-1.114476428,,  ,0,483.344541,-3.140939642,10.72915428,22.463,-2.72388706
133,NOVOZYMES,Denmark,Pharmaceuticals & Biotechnology,185.139178,-4.426002733,11.76570745,1573.549052,4.557593042,102.081081,-32.44680833,6.48731483,388.631517,6.341642093,24.69776945,6.162,3.56302521
134,TOMTOM,The Netherlands,Electronic & Electrical Equipment,185.048,8.856247022,19.20672912,963.454,-8.861695868,16.184,73.81591666,1.67978959,25.546,-63.63506954,2.651501784,3.671,5.579522577
135,FREUDENBERG,Germany,General Industrials,182.1,8.199643494,3.225235118,5646.1,-0.619576505,,  ,0,422.2,-16.52827204,7.477727989,33.293,1.599072294
136,SCOTTISH AND SOUTHERN ENERGY,UK,Electricity,178.400357,163.4920619,0.488474742,36521.92048,8.056640971,1710.32685,9.897951359,4.68301455,1013.562403,8.044806445,2.775216609,19.894,0.500126295
137,AMDOCS,UK,Software & Computer Services,174.219423,-0.742368866,7.181006707,2426.114194,3.047550245,77.386703,-12.55929871,3.189738685,349.178459,8.832197565,14.39249891,20.774,3.327530465
138,WACKER CHEMIE,Germany,Chemicals,173.8,-0.401146132,3.880417067,4478.9,-3.365768409,567.1,-39.85576413,12.66159102,102.8,-58.00653595,2.295206412,16.009,-1.737048858
139,ACCIONA,Spain,Construction & Materials,173.2,4.21179302,2.621458515,6607.009,-5.828867325,422.886,-43.77966323,6.400566429,75.546,-94.71918634,1.143422084,34.108,3.655979334
140,SAGE,UK,Software & Computer Services,172.668619,-10.18633517,10.50795729,1643.217746,2.678704632,16.836981,-26.94300815,1.024634808,438.119752,6.68799051,26.66230651,13.242,0.371409081
141,GEMALTO,The Netherlands,Electronic & Electrical Equipment,169.76,-4.146174825,7.107071193,2388.607,6.373057226,63.406,-9.460096243,2.654517884,280.573,17.77053942,11.74630234,0.013,8.333333333
142,JOHNSON MATTHEY,UK,Chemicals,167.533936,6.207418145,1.257709406,13320.55999,3.974349415,245.390049,17.96785269,1.842190187,536.156361,18.03364896,4.025028687,11.556,5.102319236
143,SMITH & NEPHEW,UK,Health Care Equipment & Services,167.500548,35.08771947,5.309124336,3154.956211,5.172830556,246.537603,28.30188694,7.814295556,604.017128,-1.536643063,19.14502413,11.036,5.335496803
144,RIO TINTO,UK,Mining,167.500548,79.06976757,0.451427566,37104.6344,0.449530839,9427.162881,-26.19358501,25.40696879,5778.406353,-314.624293,15.57327392,66.331,-6.863337031
145,DRAGERWERK,Germany,Health Care Equipment & Services,165.901,2.90923076,6.987764956,2374.164,0.028186282,81.521,39.63857485,3.43367181,205.703,-11.43683778,8.664228756,13.334,6.535634388
146,KRONES,Germany,Industrial Engineering,163.98,35.33276113,5.823753156,2815.71,5.687123385,64.933,-9.478336029,2.306096864,172.983,88.74922256,6.143494891,12.285,2.691632534
147,CGG,France,"Oil Equipment, Services & Distribution",162.8,84.18168496,5.962012701,2730.621489,10.41782728,599.37642,12.83101279,21.95018322,-324.196948,-242.2526247,-11.87264325,9.688,28.14814815
148,ING,The Netherlands,Banks,162,13.28671329,1.049630685,15434,0.455610518,,  ,0,4233,-6.82368479,27.42646106,64.373,-3.747065596
149,HUHTAMAKI,Finland,General Industrials,161.4,948.0519481,6.89095722,2342.2,0.308351178,121,29.41176471,5.16608317,150.2,-6.183635228,6.412774315,14.362,0.941804892
